12.5104 	INFO 	Loaded monitor calibration from ['2024_09_12 19:45']
15.0677 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000029E0FA870A0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000029E0FA87040>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000029E0FA8AE50>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000029E0F9A25B0>, multiSample=False, name='window1', numSamples=2, pos=[460.0, 240.0], screen=0, size=array([1000,  600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.0677 	EXP 	window1: backgroundImage = ''
15.0677 	EXP 	window1: backgroundFit = 'none'
15.0679 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000029E0FA871C0>
15.0680 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000029E0FA871C0>
15.0775 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000029E0FA871C0>
15.0780 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000029E0FA871C0>
15.1542 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000029E0FA871C0>
15.1543 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000029E0FA871C0>
15.1548 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000029E0FA871C0>
15.1552 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000029E0FA871C0>
15.1954 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
15.1954 	EXP 	window1: recordFrameIntervals = False
15.3867 	EXP 	window1: recordFrameIntervals = True
15.4858 	WARNING 	t of last frame was 31.73ms (=1/31)
15.5474 	WARNING 	t of last frame was 26.36ms (=1/37)
15.5693 	WARNING 	t of last frame was 21.95ms (=1/45)
15.7371 	EXP 	Screen (0) actual frame rate measured at 59.73Hz
15.7371 	EXP 	window1: recordFrameIntervals = False
15.7372 	EXP 	window1: mouseVisible = True
15.8291 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
20.1483 	INFO 	keyboard.Keyboard is using iohub backend.
20.1483 	INFO 	keyboard.Keyboard is using iohub backend.
20.1483 	EXP 	orientationdiscriminationtask: status = STARTED
20.1486 	EXP 	window1: mouseVisible = True
20.1705 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
20.1707 	EXP 	window1: mouseVisible = True
20.1774 	EXP 	Created grating = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([0.3, 0.3, 0.3]), colorSpace='rgb', contrast=0.3, depth=-1.0, draggable=False, interpolate=True, mask='gauss', maskParams=None, name='grating', opacity=1, ori=1.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([5., 5.]), size=array([0.2, 0.2]), tex='sin', texRes=128.0, units='height', win=Window(...))
0.0007 	DATA 	Keypress: down
0.0013 	DATA 	Keypress: up
0.0018 	DATA 	Keypress: down
0.0081 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.0237 	EXP 	grating: ori = 0.0
0.0237 	EXP 	fixation: autoDraw = True
0.9202 	DATA 	Keypress: up
1.0642 	INFO 	Keyboard events cleared
1.0638 	EXP 	grating: autoDraw = True
1.0638 	EXP 	grating: tex = 'sin'
1.0735 	EXP 	fixation: autoDraw = False
1.3737 	EXP 	grating: autoDraw = False
1.4417 	EXP 	New trial (rep=1, index=0): <Trial 1 (0 in rep 1) data={'thisN': 1, 'thisTrialN': 0, 'thisRepN': 1}>
1.4425 	DATA 	Keypress: down
1.4571 	EXP 	fixation: autoDraw = False
1.4571 	EXP 	grating: autoDraw = False
1.4571 	EXP 	grating: ori = 0.0
1.4571 	EXP 	fixation: autoDraw = True
1.8429 	DATA 	Keypress: up
2.4605 	INFO 	Keyboard events cleared
2.4599 	EXP 	fixation: autoDraw = False
2.4599 	EXP 	grating: autoDraw = True
2.5248 	EXP 	New trial (rep=2, index=0): <Trial 2 (0 in rep 2) data={'thisN': 2, 'thisTrialN': 0, 'thisRepN': 2}>
2.5259 	DATA 	Keypress: down
2.5406 	EXP 	fixation: autoDraw = False
2.5406 	EXP 	grating: autoDraw = False
2.5406 	EXP 	grating: ori = 0.0
2.5406 	EXP 	fixation: autoDraw = True
3.0576 	DATA 	Keypress: down
3.3931 	DATA 	Keypress: up
3.5251 	INFO 	Keyboard events cleared
3.5246 	EXP 	grating: autoDraw = True
3.5411 	EXP 	fixation: autoDraw = False
3.8243 	EXP 	grating: autoDraw = False
4.4091 	EXP 	New trial (rep=3, index=0): <Trial 3 (0 in rep 3) data={'thisN': 3, 'thisTrialN': 0, 'thisRepN': 3}>
4.4102 	DATA 	Keypress: up
4.4241 	EXP 	fixation: autoDraw = False
4.4241 	EXP 	grating: autoDraw = False
4.4241 	EXP 	grating: ori = -3.0
4.4241 	EXP 	fixation: autoDraw = True
5.0585 	DATA 	Keypress: down
5.0763 	DATA 	Keypress: up
5.3936 	DATA 	Keypress: down
5.4246 	INFO 	Keyboard events cleared
5.4241 	EXP 	fixation: autoDraw = False
5.4241 	EXP 	grating: autoDraw = True
5.7240 	EXP 	grating: autoDraw = False
5.8429 	EXP 	New trial (rep=4, index=0): <Trial 4 (0 in rep 4) data={'thisN': 4, 'thisTrialN': 0, 'thisRepN': 4}>
5.8449 	DATA 	Keypress: up
5.8580 	EXP 	fixation: autoDraw = False
5.8580 	EXP 	grating: autoDraw = False
5.8580 	EXP 	grating: ori = -4.0
5.8580 	EXP 	fixation: autoDraw = True
6.4255 	DATA 	Keypress: up
6.8587 	INFO 	Keyboard events cleared
6.8579 	EXP 	fixation: autoDraw = False
6.8579 	EXP 	grating: autoDraw = True
6.9752 	EXP 	New trial (rep=5, index=0): <Trial 5 (0 in rep 5) data={'thisN': 5, 'thisTrialN': 0, 'thisRepN': 5}>
